id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
e463efef-9eb2-4324-bbc4-89e64d6e58da,"A man on return from a country complains of pain in abdomen, jaundice, with increased alkaline phosphatase and conjugated hyperbilirubinemia. USG shows blockage in the biliary tree. What could be the cause-",Fasciola buski,Clonorchis sinensis,Strongyloides,Ankylostoma,1,single,,Microbiology,
f1072d2f-297e-4f00-9099-fa0b08ec7a3d,Maxilla achieves maximum size at-,At birth,At primary dentition,At secondary dentition,At puberty,2,single,,ENT,
a86a57e7-5a9e-4284-bd2d-d181f4217aa1,A 2 year old is brought to pediatrics OPD with complains recurrent abdominal pain and similar episodes have been repoed in recent past as well. The mother complains of the child licking bright toys and paint on walls. Blood investigation reveal low Hb and MCV.PBF is done which shows the following findings: Which of the following findings cannot be expected in the above child?,Constipation,Encephalopathy,Diarrhea,Bright lines in metaphyseal region.,2,multi,"Lead poisoning is the diagnosis from the following points: Pain abdomen Anemia PBF- basophilic stippling Licking of bright toys or wall paint is s/o lead intake. Chronic lead poisoning is having following clinical features: Fatigue Depression confusion episodic abdominal pain peripheral neuropathy Gray lead lines in gums anemia with basophilic stippling of red blood cells. The treatment is chelation therapy with ethylenediamine tetraacetic acid (EDTA), BAL or penicillamine. Behavioral modification Removal of source of exposure",Anatomy,Integrated QBank
7fb9f83c-9bc3-415f-8bf3-7a5ceb8dd87f,"Myoplasty and sulcus extension procedures are
helpful in:",Increasing retention,Increasing stability,Increasing support,Increasing retention and stability,3,single,,Surgery,
68fed579-2c7b-4904-96f7-ade516020ee8,"All of the following are true regarding dying deposition, except ?",Cross examination can be done,It should be recorded only by magistrate,Leading questions are permitted,Best system practiced in India compared to dying declaration,3,multi,"It is more superior to dying deposition, but is not practiced in India.",Forensic Medicine,
a9f9177f-9413-4080-adc9-d13270695c49,The most sensitive test to detect argemone oil is:,Paper chromatography,Nitric acid test,Nulgonda technique,Methylene blue reduction test,0,single,"Ans: a (Paper chromatography) Ref: Park, 19th ed, 525* Paper chromatography is the most sensitive test for detecting argemone oil. Other test used for delecting argemone oil is nitric acid test.* Nalgonda technique is used fordeflouridation of water.* Methylene blue reduction test -it is an indirect test for detection of microorganisms in milk. This test is carried out on milk accepted for pasteurization.Epidemic dropsy:It is due to ingestion of mustard oil contaminated with argemone oil which contains sanguinarine. This disease occurs at all ages except breast fed infants.Clinical features of epidemic dropsy include swelling of legs, diarrhoea, and cardiac failure, glaucoma.The toxic substance interferes with the metabolism of pyruvic acid and leads to its accumulation.Diagnosed by Nitric acid test and paper chromatographyEndemic ascites:It is due to pyrrolizidine alkaloids in jhunjhunia seeds, which is hepatotoxic.",Social & Preventive Medicine,Nutrition and Health
da16443e-c6ea-421d-b13c-dc046df52e18,Muscle relaxant of choice in hepatic and renal failure,Cisatracurium,Rocuronium,Vecuronium,Rapacuronium,0,single,A i.e. Cisatracurium,Anaesthesia,
f5aeb8e2-4650-44c1-8752-6fa008f64d46,Increased LAP score is seen in:,Chronic myeloid leukemia,Myelofibrosis,PNH,Megaloblastic anemia,1,single,,Medicine,
8e8828d6-f4a8-49b3-9e18-5c69d2eb486e,The capsule of the crystalline lens is thinnest at -,Anterior pole,Posterior pole,Equator,None,1,multi,The lens capsule is thickest at pre-equator regions (14u) and thinnest at the posterior pole (3u).,Ophthalmology,Lens
9c714ad8-d9c7-41a0-a20c-d8f6d331ec33,Which of the following is phase-2 reaction -,Oxidation,Reduction,Cyclination,Acetylation,3,single,"Ans. is 'd' i.e., Acetylation o Phase I reactions: - Oxidation, reduction, hydrolysis, cyclization, decyclization.o Phase II reactions: - Acetylation, glutathione conjugation, glucoronide conjugation (glucuranization), glycine conjugation, methylation, sulfate conjugation (sulfuranation), nucleotide synthesis.",Pharmacology,Pharmacokinetics
e59c3124-8783-459c-b450-9aea6378b1cd,Not used in erectile dysfunction ?,PGE-2,Vardenifil,Phenylephrine,Alprostadil,2,single,"Phenylephrine Human penis is made up of two spongy structures i.e., - Corpora cavernosa - Corpora spongiosum These structures contain distensile channels that become filled with blood when the aerial circulation is increased. The enlargement of the aerial channels presses on the veins situated in these structures preventing outflow of blood through them. The collection of blood in the distensile channels due to aerial dilatation leads to penile erection. Erection is mediated by parasympathetic nerves (S2, S3, S4) and non adrenergic and noncholinergic pathways which induces release of NO from endothelium in penile vasculature. NO induces vascular smooth muscle relaxation allowing enhancement of blood flow leading to erection. The primary drugs used in erectile dysfunction e.g. Slidenafil, Tadalafil and Vardenfil act on Nitric oxide pathway to improve erectile dysfunction. Nitric oxide mediates its action by increasing cGMP concentration. cGMP is finally degraded by an enzyme phosphodiesterase type 5 (PDE-5). Slidenafil and other oral agents are inhibitors of phosphodiesterase enzyme (PDE-5). These enzymes inhibits PDE-5 and thus they reduce the degradation of cGMP. Increased cGMP facilitates the relaxation of distensile channels of penis. Besides phosphodiesterase inhibitors several other drugs are also used these days - Prostaglandin Ei. E2 - Alprostadil - Transurethral alprostadil - Injectable phentolamine - Apomorphine (used in Europe only) PQK - Intracavernous injection PGE1 is widely used for treating erectile dysfunction. - PGE2 (intrauretbrall) can also be used to increase penile blood flow and treat erectile dysfunction. It relaxes human corpus cavernosum. Phenvlephrine - It is dung of choice for priapism",Pharmacology,
67a70cda-fe21-4fcb-be9e-20fed3bf07ba,Imaging modality in PIRAD repoing scheme for prostate glands includes all except:,MR spectroscopy,Dynamic contrast enhancement,Diffusion Weighted MRI,T2W imaging,0,multi,Imaging modality employed in PI-RAD repoing scheme for prostate glands include Dynamic contrast enhancement Diffusion Weighted MRI T2W imaging PI - RADS classification Definition Total T2 + DWI + DCE score Total T2 + DWI + DCE + MRS score I Most probably benign 3-4 4-5 II Probably benign 5-6 6-8 III Indeterminate 7-9 9-12 IV Probably malignant 10-12 13-15 V Most probably malignant 13-15 17-20,Radiology,ULTRASOUND
a662d33a-5b53-43c7-b69d-c6c097a840ea,"A 2 years old child without fever develops bone pain, vomiting and features of increased intracranial pressure following excessive meditation. The drug most likely to be responsible for this is;",Vitamin A,Phenothiazine,Phenytoin,Vitamin D,0,single,"Since vit. A is stored in liver, deficiency symptoms appear only after long- term deprivation, but vit A deficiency is quite prevalent, especially among infants and children in developing countries. Manifestations are: * Xerosis (dryness) of eye, 'Bitot' s spots', kerato- malacia (softening of cornea), corneal opacities, night blindness (nyctalopia) progressing to total blindness. * Dry and rough skin with papules (phryno- derma), hyperkeratinization, atrophy of sweat glands. * Keratinization of bronchopulmonary epithe- lium, increased susceptibility to infection. * Unhealthy gastrointestinal mucosa, diarrhoea. * Increased tendency to urinary stone formation due to shedding of ureteric epithelial lining which acts as a nidus. * Sterility due to faulty spermatogenesis,etc ESSENTIALS of medical PHARMACOLOGY SIXTH EDITION-KD TRIPATHI Page:870",Pharmacology,Other topics and Adverse effects
f951334f-6a7b-4962-a2ee-8bb5a5c10f6d,Trotter's triad is seen in -,Nospharyngeal angiofibroma,Nasal polyposis,Nasopharyngeal carcinoma,Acoustic neuroma,2,single,"Ans. is 'c' i.e., Nasopharyngeal carcinoma Trotter's triado Trotter's triad occurs in nasopharyngeal carcinoma o It includesConductive deafness (due to Eustachian tube blockage)Temporo - parietal neuralgia (due to involvement of ipsilateral Vth cranial nerve)Palatal paralysis (due to involvement of Xth cranial nerve)",ENT,Tumors of Nose and PNS
8f0f7992-1b14-409d-9bad-030582b14b30,"On fundoscopic examination of a patient, a red dot is seen. He has a history of being hit by a tennis ball. What is the probable cause?",Macular hole,Berlin's edema,Macular tear,Macular bleed,1,multi,"Ans is 'b' i.e. Berlin's edema The 'red dot' can be a finding in Berlin's edema, Macular hole and Macular bleed. Berlin's edema is a common finding after trauma whereas other too are quite rare after trauma.""A common finding with blunt injuries, which may lead to acute visual loss, is Berlin's edema (commotion retinae). "" - Yanoff ""Commotio retinae (Berlin's oedema) is of common occurrence following a blow on the eye. It manifests as milky white cloudiness involving a considerable area of the posterior pole with a 'cherry-red spot' in the foveal region. It may disappear after some days or may be followed by pigmentary changes. ""- Khurana ""Commotio most frequently affects the temporal fundus. If the macula is involved, a 'cherry-red spot' may be seen at the fovea KanskiMacular hole is a full-thickness absence of the sensory retina in the macula.It also appears as a red spot and trauma is one of the causative factor. But trauma is one of the rare causes of Macular hole. The majority of macular holes are idiopathic, occurring in eyes that have no previous ocular pathology.Macular bleed can also appear as 'red spot' but it is also a rare occurrence after trauma.A Macular tear does not appear as red spot.",Ophthalmology,Ocular Trauma
39a4b5fa-bdb9-410c-a3fd-a7747d69c574,A 12-year-old child with Renal tubular acidosis type 1 is having muscle cramps and weakness. ECG shows all except?,T wave inversion with U waves,ST depression,Heart rate of 75 beats per minute,Absent P waves,3,multi,"Ans. (d) Absent P waves.In hypokalemia, the ECG shows1. Increased amplitude and width of the P wave2. Prolongation of the PR interval3. T wave flattening and inversion4. ST depression5. Prominent U waves (best seen in the precordial leads)6. Apparent long QT interval due to fusion of the T and U waves = long QU interval.",Medicine,Electrolyte
8ac0c5e6-df79-4a6c-b04d-0e9d47d6ced3,RNTCP case finding is –,Active,Passive,Both,None,1,multi,Under RNTCP active case finding is not pursued. Case finding is passive.,Social & Preventive Medicine,
1e5d9113-8add-4966-8323-efa25b676434,The given appearance of pinna is suggestive of:,Pseudomonas infection,Aspergillus infection,Post-traumatic,Tuberculosis,2,single,"(c) Post-traumatic(Ref. Scott Brown, 8th ed., Vol 2; 1102)This is the picture of hematoma of pinna showing the typical cauliflower appearance",ENT,Miscellaneous (E.N.T.)
abb9db16-6979-4c39-91da-ba86c68d2f44,"All of the following antifungal agents act by altering cell membrane permeability, except(2018)",Fluconazole,Amphotericin-B,Terbinafine,Griseofulvin,3,multi,"Griseofulvin is fungistatic for most dermatophytes, including Epidermophyton, Trichophyton, Microsporum, etc., but not against Candida and other fungi causing deep mycosis. Griseofulvininterferes with mitosis--multinucleated and stunted fungal hyphae are produced under its action. It also causes abnormal metaphase configurations. However, unlike the typical mitotic inhibitors (colchicine, vinca alkaloids), it does not cause metaphase arrest; rather the daughter nuclei fail to move apa or move only a sho distance. It does not inhibit polymerization of tubulin (microtubular protein which pulls the chromosomes apa), but binds to polymerized microtubules and interferes with their function. Ref:- KD tripathi;pg num:-790",Pharmacology,All India exam
ae8b64d0-2510-4402-9d34-2444323f5429,True about Bater&;s syndrome are all except,Hyperkalemic alkalosis,Presents in neonate with ototoxicity have Bain gene mutation,Decreased K+ absorption from thick descending loop,Autosomal recessive,0,multi,"Bater syndrome is an autosomal recessive disorder characterized by hypokalemia and metabolic alkosis , resulting from excessive chloride, potassium and sodium wasting in thick ascending loop of Henle . Reference : Ghai pediatrics eighth edition pg no 501",Pediatrics,Fluid and electrolytes
5da4ee10-c5c3-4af9-bfc1-69a724b8752d,The duration of a ventricular myocyte action potential is,Approximately twice as long as the relative refractory period,As long in duration as the QRS complex,Nearly as long as the QT interval,Twice as long in skeletal muscle,2,single,"The diagram depicts the relationship between the electrocardiogram (ECG) recorded on the surface of the body and the duration of a single ventricular myocyte action potential. The duration of the ventricular myocyte refractory period is nearly as long as the action potential, approximately 300 msec. The QRS complex of an ECG represents the electrical potential on the surface of the body produced by the wave of depolarization as it spreads through the ventricle and as each myocyte depolarizes (phase 0). The T wave represents ventricular repolarization (phase 3 in each myocyte). Note that the ST segment occurs during the plateau phase.",Physiology,Cardiovascular system
17371404-ea30-422e-8d6e-7c5e78570ee0,Auer bodies are seen in -a)  M1-AMLb)  M3-AMLc)  M6-AMLd)  ALL,ab,bc,c,d,0,multi,,Pathology,
d1318011-35a5-4858-a48c-49fc53980b0e,Treatment of choice for medullary carcinoma of thyroid is,Total thyroidectomy,Paial thyroidectomy,I131 ablation,Hemithyroidectomy,0,single,"Most patients with MTC should undergo at least total thyroidectomy The presence of clinically detectable or ultrasound-detectable disease in the lateral neck warrants total thyroidectomy and level VI and lateral compament nodal dissection. Because MTC is not of follicular cell origin, TSH suppression and RAI scanning and therapy have no role in MTC. Source : Sabiston 20th edition Pg : 910",Surgery,Endocrinology and breast
60f357fb-7cd1-4746-8a4e-558026bca2bc,Which of the following is a nonmodifiable risk factor for coronary hea disease?,Cigarette smoking,Elevated serum cholesterol,Alcoholism,Age,3,single,"park's textbook of preventive and social medicine 23rd edition. *non modifiable risk factors for CHD :age,sex,ethnicity, genetic factors. *modifiable risk factors: obesity,alcohol,physical activity, saturated fat, socio-economic status.",Social & Preventive Medicine,Non communicable diseases
1ff67f0c-e7de-4e4d-b703-fd2449bca47f,Arrange the incidence of various types of breast cancers in increasing incidence. a. PTEN ( Cowden disease )b. Sporadic breast cancerc. Hereditary breast cancerd. BRCA1e. BRCA2f. Familial breast cancer,"a,b,c,d,e,f","a,d,b,c,f,e","c,a,f,d,b,e","a,c,f,e,d,b",3,single,"Breast cancer Incidence Sporadic breast cancer 65-75 % Familial breast cancer 20-30 % Hereditary breast cancer 5-10 % BRCA1 45 % BRCA 2 35 % p53 ( Li-Fraumeni syndrome ) 1 % STK11/LKB1a (Peutz-Jegherssyndrome), PTENa (Cowdendisease), MSH2/MLH1a ( Muir-Torresyndrome), ATMa (Ataxiatelangiectasia ) Less than 1 % Unknown 20 %",Surgery,Breast
5911fe5b-8f0a-45d3-be31-7a564d0d3244,Following are seen in polycythemia vera except:,Most common cause of polycythemia,Increased erythropoietin,Erythropoietin independent growth of red cell progenitors,Intrinsic abnormality of hematopoietic precursors,2,multi,"Polycythaemia Polycythaemia vera (PV) is a clonal disorder characterized by increased production of all myeloid elements resulting in pancytosis (i.e increased red cells, granulocytes, platelets) in the absence of any recognizable cause. The term 'polycythemia vera' or 'polycythemia rubra vera' is used for primary or idiopathic polycythemia only and is the most common of all the myeloproliferative disorders. Secondary polycythemia or erythrocytosis, on the other hand, may occur secondary to several causes e.g. high altitude, cardiovascular disease, a pulmonary disease with alveolar hypoventilation, heavy smoking, inappropriate increase in erythropoietin (renal cell carcinoma, hydronephrosis, hepatocellular carcinoma, cerebellar hemangioblastoma, massive uterine leiomyoma); clinical features: headache, veigo, tinnitus, visual alterations syncope or even coma. Increased risk of thrombosis due to accelerated atherosclerosis. Increased risk of hemorrhages due to increased blood volume and intrinsic platelet dysfunction e.g. epistaxis, peptic ulcer disease Splenomegaly producing abdominal fullness. Pruritus, especially after a bath REF: ROBBINS pathology 10th edition",Pathology,All India exam
1ec381fd-032c-4959-96d9-1c59b73765f2,GLUT 3 transpoer is located in,Placenta,Small intestine,Liver,Hea,0,multi,"Major Glucose TranspoersTissue LocationFunctionsGLUT 1Brain, kidney, colon, placenta, erythrocytesGlucose uptakeGLUT 2Liver, pancreatic b cell, small intestine, kidneyRapid uptake or release of glucoseGLUT 3Brain, kidney, placentaGlucose uptakeGLUT 4Hea and skeletal muscle, adipose tissueInsulin-stimulated glucose uptakeGLUT 5Small intestineAbsorption of fructoseSGLT 1 Small intestine and kidneyActive uptake of glucose against a concentration gradientRef: Harper&;s Biochemistry; 30th edition; Page no: 191; Table 19-2",Biochemistry,Metabolism of carbohydrate
75001ddc-5eaa-4ea3-a7f4-29fffec7217e,What are root values of nerve supplying muscle needed for latter pa of the following action?,"C7, C8","C8, T1","C5, C6","C5, C6, C7",3,single,"Serratus Anterior is responsible for the latter pa of abduction along with trapezius. The long thoracic nerve (Nerve of Bell) originates from the C5-C7 roots and descends in the axilla, posterior to the brachial plexus, to innervate the serratus anterior muscle.",Anatomy,Upper Limb and Lower Limb
1f0e57e1-e029-4ca9-802f-c42a65339d55,Ptosis results from trauma to which nerve,VII,VIII,III,VI,2,single,Ans. is 'c' i.e. III C.N. Palsy of Levator palpebrae superioris supplied by III C.N. results in ptosis.,Ophthalmology,Lid
f9a0d0f9-9999-475c-a5bd-d6c0c9dac229,Bland cholestasis is seen with -a) OCPb) Androgenc) Chlorpromazined) Erythromycin,ab,a,ad,bc,0,single,,Medicine,
2dc1fe87-bfe2-48ac-934e-7ca11513b924,A total of 5000 pts of glaucoma are identified and surveyed by pts. interviews regarding family history of glaucoma. Such a study design is called -,Case series report,Case control study,Clinical trial,Cohort study,0,multi,,Social & Preventive Medicine,
e10415ca-cd9e-49e6-ae65-4d7606c6fa69,Repetitive irresesistable thought to do something,Phobia,Obsession,Compulsion,Anxiety,1,single,"Ans. is 'b' i.e., Obsession Obsessive compulsive disorder (OCD) OCD is an anxiety disorder which is characterized by recurrent, unwanted thoughts (Obsessions) and repettive behaviors (compulsions). An obsession has following characteristic : - An idea, impulse or image which intrudes into the conscious awareness repeatedly. It is recognized as one's own ideas, impulse or image but is perceived as egoalien (foreign to one's personality). It is recognized as irrational and absurd (insight is present --4 Patient knows about disorder). Patient tries to resist against it but is unable to do so which leads to marked distress or anxiety. A compulsion has following characteristics :- It is repetitive, purposeful form of behavior is carried out because of strong feeling of compulsion to do so. It usually follows an obsession. ts goal is to prevent or reduce the anxiety or stress caused by obsession however it do not always succeed in doing so. It is irrational or excessive and not realistic. Insight is present. A patient with OCD may have an obsession, a compulsion or both (mostly patients have both). A patient with OCD realizes the irrationality of the obsession and experiences both the obsession and the compulsion as ego-dystonic (unwanted behavior). The person is preoccupied with details rules, list order, organisation or schedules to the extent that the major point of activity is lost. The person shows perfectionism that interfers with task completion (e.g., unable to complete project because his own ovely strict standard are not met).",Psychiatry,
810b6fa4-de9b-441e-af10-8548f2db8072,Immunoglobulins are secreted by:,Macrophages,Plasma cells,T-cells,Neutrophils,1,single,,Microbiology,
a9641b8a-ce7c-438e-a251-d0e7a66b04c8,You are examining a postoperative patient who believed to have lost 20% of his blood. What change if any would you expect in his BP and hea rate?,"Hea rate increased, BP reduced","Hea rate increased, BP normal/unchanged","Hea rate normal/unchanged, BP reduced","Hea rate unchanged, BP unchanged",1,single,"The change in BP and pulse rate in relation to % of blood loss is given below: Blood loss BP Hea rate <15% no change slight increase 15 - 30 % no change 100 - 120 30 - 40 % reduced >120, weak pulse >40% markedly reduced > 120, thready pulse Ref: Bailey, Edition 23, Page 235",Physiology,
4e245974-8a50-435a-af6c-4b7037cf8cac,Pseudo-Meigs syndrome syndrome seen with-,Fibroids,Adenomyosis,Endometriosis,Ovarian fibroma,0,single,"Ans- A . Fibroids Meig's-ovarian fibromas Pseudomeig's-subserous Fibroid Pseudo-Meigs syndrome consists of pleural effusion (an example of which can be seen in the image below), ascites, and benign tumors of the ovary other than fibromas. These benign tumors include those of the fallopian tube or uterus and mature teratomas, struma ovarii, and ovarian leiomyomas.",Gynaecology & Obstetrics,Presentation (Carcinoma Ovary)
f9a1bf42-e1c1-47dc-8657-f46184b6b3bc,Wrong about dhatura seeds is?,Kidney shaped,Odourless,Yellow brown,Convex smooth surface,3,single,"ANSWER: (D) Convex smooth surfaceREF: Modern Medical Toxicology By Pillay 4th ed page 207, Review of Forensic Medicine and Toxicology By Gautam Biswras 2nd ed page 496See APPENDIX-42 ANTIDOTES & TOXICOLOGY See PLATE F-l PLATE F-1 APPENDIX - 42AntidotesAntidotePoison/drug/toxinN-AcetylcysteineAcetaminophenCarbon tetrachlorideOther hepatotoxinsAmyl nitrite, sodium nitrite and sodium thiosulfate (Cyanide antidote kit)NitrilesBromatesChloratesCyanide (e.g., HCN, KCX and NaCN)Mustard agentsNitroprussideSmoke inhalation (combustion of synthetic materials)Antivenin, Crotalidae Polyvalent (Equine Origin)Pit viper envenomation (e.g. rattlesnakes, cottonmouths, timber rattlers and copperheads)Antivenin, Crotalidae Polyvalent Immune Fab - Ovine (CroFab)Pit viper envenomation (e.g.. rattlesnakes, cottonmouths, timber rattlers and copperheads)Atropine sulfateAlpba2 agonists (e.g., clonidine)Alzheimer drugs (e.g., donepezil, galantamine, rivastigmine, tacrine)Antimyesthenk agents (e.g., pyridostigmine)Bradyarrhythmia-producing agents (e.g., beta blockers, calcium channel blockers and digitalis glycosides)Cholinergic agonists (e.g., bethanechol) .Muscarine-containing mushrooms Nerve agents (sarin, soman, tabun and VX)Organophosphate and carbamate insecticidesDigoxin immune FabCardiac glycoside-containing plants (foxglove and oleander)Digitoxin, DigoxinEthanolEthylene glycolMethanolFlumazenilBenzodiazepinesZaleplonZolpidemFolic acid and Folinic acid (Leucovorin)Formaldehyde/Formie AcidMethanolMethotrexate, trimetrexatePyrimethamineTrimethoprimFomepizoleEthylene glycolMethanolGlucagonBeta blockersCalcium channel blockersHypoglycemiaHypoglycemic agentsHydroxocobalaminNitrilesBromatesChloratesCyanide (e.g., HCN, KCN and NaCN)Mustard agents NitroprussideSmoke inhalation (combustion of synthetic materials)Hyperbaric oxygen (HBO)Carbon monoxideCarbon tetrachlorideCyanideHydrogen sulfideMethemoglobinemiaMethylene blueMethemoglobin-inducing agents including;Aniline dyesDapsoneLocal anesthetics (e.g., benzocaine)MetoclopramideNaphthaleneNitrates and nitritesNitrobenzenePhenazopyridineNalmefene and NaloxoneACE inhibitorsAlpha2 agonists (e.g., clonidine)Imidazoline decongestants (e.g., oxymetazoline and tetrahydrozoline) LoperamideOpioids (e.g., codeine, fentanyl, heroin, meperidine, morphine)Physostigmine salicylateAntihistaminesAtropine and other anticholinergic agentsDhatura poisoningIntrathecal baclofenPhytonadione (Vitamin Kl)Long-acting anticoagulant rodenticides (e.g., brodifacoum and bromadiolone) WarfarinPralidoxime chloride (2-PAM)Antimyesthenic agents (e.g., pyridostigmine)Nerve agents (sarin, soman, tabun and VX)Organophosphate insecticidesTacrineProtamine sulfateEnoxaparinHeparinPyridoxine hydrochloride (Vitamin B6)Acrylamide Ethylene glycol Hydrazine Isoniazid (INH)Sodium bicarbonateChlorine gasHyperkalemiaSerum Alkalinization:Agents producing a quinidine-like effect as noted by widened QRS complex on EKG (e.g., amantadine, carbamazepine, chloroquine,cocaine, diphenhydramine, flecainide,tricyclic antidepressants, quinidine)Urine Alkalinization:Weakly acidic agents (chlorpropamide, methotrexate, phenobarbital and salicylates)Deferoxamine and DeferasiroxAcute iron poisoningDimercaprol (BAL in oil)Hydrofluoric acid (HF)Hyperkalemia (not digoxin-induced)HypermagnesemiaCalcium disodium EDTA (Versenate)Acute arsenic poisoning,Acute mercury poisoning,Lead poisoning (in addition to EDTA)Dicobalt EDTACyanide poisoningSucdmer/ Dimercaptosuccinic acid (DMSA)Lead poisoning,Arsenic poisoning,Mercury poisoningDimercapto-propane sulfonate (DMPS)Severe acute arsenic poisoning,Severe acute mercury poisoningD-Penicillamine (Cuprimine)Mainly in: copper toxicityOccasionally adjunctive therapy in: Gold toxicity, Arsenic poisoning, Lead poisoning, Rheumatoid arthritisBotulinum antitoxin * Bivalent (types AB)<< Trivalent (types ABE)Food-borne botulismWound botulismBotulism as a biological weaponNote: Not currently recommended for infant botulismL-CarnitineValproic acidCyproheptadine HCLMedications causing serotonin symdromeDantrolene sodiumMedications causing neuroleptic malignant symdrome (NMS)Medications causing malignant hyperthermiaInsulin and dextroseBeta blockersCalcium channel blockers (diltiazem, nifedipine, verapamil)Octreotide acetateSulfonylurea hypoglycemic agents (e.g., glipizide, glyburide)Sodium thiosulfateBromatesChloratesMustard agentsNitroprussideThiamineEthanolEthylene glycolPrussian blue, ferric hexacyan ofer rateRadioactive cesium (Cs-137), radioactive thallium (Tl-201), and nonradioactive thallium",Forensic Medicine,"Forensic Toxicology - Concepts, Statutes, Evidence, and Techniques"
a416c1e1-cba7-4828-af37-80c479079ffe,The sign of retrobulbar neuritis is -,Optic atrophy,Papilledema,Circumciliary congestion,Impairment of color vision,3,single,Ans- D Optic Neuritis A. Papilitis Most common causes : Multiple sclerosis. Ophthalmoscopic features: Swollen optic disc up to 2 D Hyperemic disc. Disc margins blurred. Clinical feature Usually U/L Sudden loss of vision. Pain on eye movement (retrobulbar neuritis) Marcus gunn pupil or RAPD (Relative Afferent Pupillary Defect) Centrocaecal scotomas. Impairment of color vision Uthoff sign-worsening of vision with increase in body temperature Pulfrich phenomenon-Abnormal depth perception (oscillating object seems to move in elliptical direction) Treatment (ONTT TRIAL) 1ST three days i/v methyl prednisofone Followed by tapering dose of oral Prednisolone over 11 days. Total = 3+11=14 days Investigation of choice : MRI (orbits + Brain) T2W with contrast Retrobulbar neuritis(Involvement of retro laminar part of optic nerve). Ophthalmoscopic feature-Normal optic nerve head and retinal nerve fibre layer. S/S- Similar to papillitis. Neuroretinitis Disc edema and Macular star.,Unknown,
36af29f2-849a-4ab4-8e8f-12286a1bb7a1,Which of the following cells will increase in case of parasite infection?,A,B,C,D,2,single,Ans. (c) C(Ref: Wintrobes 13th ed. Pg. 303; Wintrobes Atlas)Key to the figure:A: LymphocyteC: EosinophilB: NeutrophilD: BasophilEosinophils are increased in parasitic infection,Pathology,Misc. (W.B.C)
e6ac70b7-15a1-48c8-a7ed-6c70c27b1e45,Squamocolumnar junction lies outside the external os in all cases except,Pregnancy,OCPs,Menopause,Puberty,2,multi,"Squamo columnar junction (Transformation Zone) gets indrawn inside the os, in menopausal women.",Gynaecology & Obstetrics,
b4fd8e1a-d453-4f29-a3d7-d0db37084816,Type of study in risk factor associated with multiple diseases ?,Coho study,Case control study,Ecological study,Clinical trial,0,single,"Ans. is 'a' i.e., Coho study In case control study we proceed from effect to cause by taking history. It is possible to take history of exposure of multiple risk factors - multiple risk factors can be identified for a single disease. In coho study we sta by exposing the study coho to a paicular risk factor and then follow up the coho for the occurence of disease. So, several possible outcomes related to exposure can be studied simultaneously - we can study the association of the suspected factor with many other disease in addition to the one under study. Case control study - can identify multiple risk factors. Coho study - can identify multiple outcome (disease).",Social & Preventive Medicine,
526ca248-705f-4213-a157-3b7b49f8dc14,Life span of neonatal RBC is :,120 days,100 days,6 months,One year,1,single,100 days,Gynaecology & Obstetrics,
dc5c1b11-d823-4447-8bd6-542e8a3b28bc,Decreased fractional excreion of sodium is caused by -,Prerenal azotemia,Coical ischemia,Glomerulonephritis,Renal tubular acidosis,0,single,"FeNa(fractional excretion of sodium) is - <1% in prenal azotemia Early in the course of sepsis associated AKI. Rhabdomyolysis ,hemolysis associated AKI Contrast nephropathy >1% in Ischemia associated AKI in the late course of sepsis associated AKI Tubular injury or ATN. Ref:Harrison 20 th edition pg no 2105 tab -304.1",Medicine,Kidney
0af00630-704f-4dd6-ba2c-72e987c82af7,"A 60-year-old male presented to the dermatology OPD with large tense bullae on large uicarial plaques with some of the bullae being hemorrhagic. On examination, the bullae did not rupture easily with absence of Nikolsky's and bulla spread sign. Some of the lesions healed with milia formation. Direct immunofluorescence test of the skin biopsy was done. Which of the following structures is most likely to be involved: -",PA B,PA D,PA C,PA A,0,single,This is a case of Bullous pemphigoid. Absence of Nikolsky's sign and bulla spread sign rule out pemphigus. Most common protein involved is BP230 > BP180. DIF shows a linear band of immunoglobulin G deposit along the Dermoepidermal junction.,Anatomy,Integrated QBank
8181fed9-087d-4468-9666-336c81a57853,The most common site of Myocardiai infarction is -,Anterolateral,Interventricular septum,Posterior wall,Inferior wall,0,multi,,Pathology,
eabc9ecd-7b10-4c0a-b125-5bb145121da6,All of the following may lead to pigment gall stones except -,Chronic Hemolysis,Hepatocellular Carcinoma,Alcoholic Cirrhosis,Biliary tract infection,1,multi,"Answer- B. Hepatocellular CarcinomaDemographic/genetic factors: Asia, rural settingChronic hemolysisAlcoholic cirrhosisPernicious anemiaChronic biliary tract infection, parasite infections (Escherichia coli, Ascaris lumbricoides, Clonorchis sinensis)Increasing ageIleal disease, ileal resection orblpassCystic fibrosis",Surgery,
755c46df-1062-4795-a120-a3f08ce8bb09,B/L symmetrical Hilar lymphnode seen in:,Sarcoidosis,Tuberculosis,Leprosy,Wegener's granulomatosis,0,single,Ans. Sarcoidosis,Radiology,
f99a5c3e-4767-466f-b8c4-f77020447b3f,Which of the following is not a clinical presentation of Peripheral arterial occlusion,Pain,Pallor,Anesthesia,None of the above,3,multi,,Surgery,
